групи споживачів;Адміністративний район;місто / селище / підприємство;вулиця;номер буд
6.2;Тернопільський район;Плотича;всі;всі
6.2;Тернопільський район;З. Слобода (Золота Слобода);всі;всі
6.2;Тернопільський район;Вівся;всі;всі
6.2;Тернопільський район;Йосипівка;всі;всі
6.2;Тернопільський район;Кальне;всі;всі
6.2;Тернопільський район;Щепанів;всі;всі
6.2;Тернопільський район;Дибще;всі;всі
6.2;Тернопільський район;Криве;всі;всі
6.2;Тернопільський район;Бонікова;всі;всі
6.2;Тернопільський район;Будова;всі;всі
6.2;Тернопільський район;Маковисько;всі;всі
6.2;Тернопільський район;Бартошівка;всі;всі
6.2;Тернопільський район;Геленків;всі;всі
6.2;Тернопільський район;Олесино;всі;всі
6.2;Тернопільський район;Уритва;всі;всі
6.2;Тернопільський район;Вимислівка;всі;всі
6.2;Тернопільський район;Козівка;всі;всі
6.2;Тернопільський район;Сеньків;всі;всі
6.2;Тернопільський район;Ценів;всі;всі
6.2;Тернопільський район;Дуби;всі;всі
6.2;Тернопільський район;Млинець;всі;всі
6.2;Тернопільський район;Осада;всі;всі
6.2;Тернопільський район;Корне Болото;всі;всі
6.2;Тернопільський район;Денисів;всі;всі
6.2;Тернопільський район;Ішків;всі;всі
6.2;Тернопільський район;Росохуватець;всі;всі
6.2;Тернопільський район;Купчинці;всі;всі
6.2;Тернопільський район;Яструбово;всі;всі
6.2;Тернопільський район;В. Ходачків;всі;всі
6.2;Тернопільський район;Веснівка;всі;всі
6.2;Тернопільський район;Замости;всі;всі
6.2;Тернопільський район;Дворище;всі;всі
6.2;Тернопільський район;Доли;всі;всі
6.2;Тернопільський район;Підліс;всі;всі
6.2;Тернопільський район;Драгоманівка;всі;всі
6.2;Тернопільський район;Гребелька;всі;всі
6.2;Тернопільський район;Почапинці;всі;всі
